pmid,title,authors,abstract,citation_count,publication_date
23633652,Intraocular biomarker identification in uveitis associated with juvenile idiopathic arthritis.,"Kalinina Ayuso, Viera; de Boer, Joke H; Byers, Helen L; Coulton, Gary R; Dekkers, Jojanneke; de Visser, Lenneke; van Loon, Anton M; Schellekens, Peter A W J F; Rothova, Aniki; de Groot-Mijnes, Jolanda D F","Title: Intraocular biomarker identification in uveitis associated with juvenile idiopathic arthritis.
Authors: Kalinina Ayuso, Viera; de Boer, Joke H; Byers, Helen L; Coulton, Gary R; Dekkers, Jojanneke; de Visser, Lenneke; van Loon, Anton M; Schellekens, Peter A W J F; Rothova, Aniki; de Groot-Mijnes, Jolanda D F
Publication Date: 2013-May-01
PMID: 23633652
To investigate the presence of biomarkers in aqueous humor (AH) from patients with uveitis associated with juvenile idiopathic arthritis (JIA).
METHODS: AH (N = 73) AND SERUM (N = 105) SAMPLES FROM 116 CHILDREN WERE ANALYZED USING SURFACE ENHANCED LASER DESORPTION/IONIZATION TIME OF FLIGHT MASS SPECTROMETRY (SELDI-TOF MS).
THE SAMPLES WERE DIVIDED INTO THE FOLLOWING GROUPS: JIA, silent chronic anterior uveitis (AU), other uveitis entities, and noninflammatory controls. Statistical biomarker identification was performed using the SELDI-ToF Biomarker Analysis Cluster Wizard followed by multivariate statistical analysis. Biochemical identification of biomarkers was performed by polyacrylamide gel protein separation, followed by liquid chromatography tandem mass spectrometry. ELISA was performed in a number of AH samples representing all four study groups.
RESULTS: In the JIA group, one AH protein peak at mass/charge (m/z) 13,762 had qualitative and quantitative differences in expression compared with the other uveitis entities and the controls, but not to the group of silent chronic AU. Its quantitative expression in AH of patients with JIA and other silent chronic AU was positively associated with uveitis activity. The protein at m/z 13,762 in AH was identified as transthyretin (TTR). The TTR concentration in AH differed significantly between the study groups (P = 0.006) with considerably higher TTR concentrations in JIA and silent chronic AU samples positive for m/z 13,762 than those of the other uveitis and control groups.
CONCLUSIONS: TTR is a potential intraocular biomarker of JIA- associated uveitis. Its role in the pathogenesis of silent chronic AU with and without arthritis needs further investigation.",20,2013-May-01
25125599,Long-term therapeutic effects of mesenchymal stem cells compared to dexamethasone on recurrent experimental autoimmune uveitis of rats.,"Zhang, Lingjun; Zheng, Hui; Shao, Hui; Nian, Hong; Zhang, Yan; Bai, Lingling; Su, Chang; Liu, Xun; Dong, Lijie; Li, Xiaorong; Zhang, Xiaomin","Title: Long-term therapeutic effects of mesenchymal stem cells compared to dexamethasone on recurrent experimental autoimmune uveitis of rats.
Authors: Zhang, Lingjun; Zheng, Hui; Shao, Hui; Nian, Hong; Zhang, Yan; Bai, Lingling; Su, Chang; Liu, Xun; Dong, Lijie; Li, Xiaorong; Zhang, Xiaomin
Publication Date: 2014-Aug-14
PMID: 25125599
We tested the long-term effects of different regimens of mesenchymal stem cell (MSC) administration in a recurrent experimental autoimmune uveitis (rEAU) model in rats, and compared the efficacy of MSC to that of dexamethasone (DEX).
METHODS: One or two courses of MSC treatments were applied to R16-specific T cell-induced rEAU rats before or after disease onsets. The DEX injections were given for 7 or 50 days continuously after disease onsets. Clinical appearances were observed until the 50th day after transfer. On the 10th day, T cells from control and MSC groups were analyzed by flow cytometry. Supernatants from the proliferation assay and aqueous humor were collected for cytokine detection. Functions of T cells and APCs in spleens also were studied by lymphocyte proliferation assays.
RESULTS: One course of MSC therapy, administered after disease onset, led to a lasting therapeutic effect, with a decreased incidence, reduced mean clinical score, and reduced retinal impairment after 50 days of observation, while multiple courses of treatment did not improve the therapeutic benefit. Although DEX and MSCs equally reduced the severity of the first episode of rEAU, the effect of DEX was shorter lasting, and DEX therapy failed to control the disease even with long periods of treatment. The MSCs significantly decreased T helper 1 (Th1) and Th17 responses, suppressed the function of antigen-presenting cells, and upregulated T regulatory cells.
CONCLUSIONS: These results suggested that MSCs might be new corticosteroid spring agents, while providing fewer side effects and longer lasting suppressive effects for recurrent uveitis.",20,2014-Aug-14
7522227,Low mature TGF-beta 2 levels in aqueous humor during uveitis.,"de Boer, J H; Limpens, J; Orengo-Nania, S; de Jong, P T; La Heij, E; Kijlstra, A","Title: Low mature TGF-beta 2 levels in aqueous humor during uveitis.
Authors: de Boer, J H; Limpens, J; Orengo-Nania, S; de Jong, P T; La Heij, E; Kijlstra, A
Publication Date: 1994-Sep-1
PMID: 7522227
To investigate whether transforming growth factor-beta 2 (TGF-beta 2), a strong immunosuppressive factor normally present in aqueous humor, is involved in the inflammatory process of clinical uveitis.
METHODS: Mature TGF-beta 2 levels were determined in aqueous humor samples of 9 patients with Fuchs' heterochromic cyclitis, aqueous humor samples of 21 patients with other uveitis entities, and vitreous fluid samples of 19 patients with uveitis by using a commercially available sandwich ELISA: Total TGF-beta 2 levels in ocular fluids were measured after heat activation. Aqueous humor samples from patients with cataract and glaucoma and vitreous fluid samples from eye bank eyes were tested as controls. Albumin levels, determined by radial immunodiffusion, were used as a measure of the disruption of the blood aqueous barrier.
RESULTS: Significantly lower mature TGF-beta 2 levels were detected in aqueous humor samples of patients with uveitis, compared to the two control groups without intraocular inflammation. Samples of patients with uveitis without detectable mature TGF-beta 2 did contain latent TGF-beta 2 levels (504 to 6024 pg/ml). In aqueous humor, there was a significant negative correlation between mature TGF-beta 2 and albumin levels. No mature TGF-beta could be detected in vitreous fluid. Total TGF-beta 2 levels in vitreous fluid were significantly lower in samples from patients with uveitis than in samples from eye bank eyes.
CONCLUSION: These results indicate that the mature TGF-beta 2 levels in aqueous humor and the total TGF-beta 2 levels in vitreous fluid are reduced during ocular inflammation. In aqueous humor, this might be caused by binding of mature TGF-beta to serum proteins, for instance, alpha 2-macroglobulin, or by a disturbance in the activation process of latent TGF-beta 2.",20,1994-Sep-1
1407958,Retino-choroidal changes in endotoxin-induced uveitis in the rat.,"Ruiz-Moreno, J M; Thillaye, B; de Kozak, Y","Title: Retino-choroidal changes in endotoxin-induced uveitis in the rat.
Authors: Ruiz-Moreno, J M; Thillaye, B; de Kozak, Y
Publication Date: 1992-1-1
PMID: 1407958
A single injection of 100 micrograms of lipopolysaccharide from Salmonella typhimurium in the foot pads of Lewis rats induced acute inflammation of the eye. Clinically, the disease started as early as 0.5 h and peaked 18 h after the inoculation. The aqueous protein concentration was increased after the inoculation. Histopathologically, cellular infiltrates and proteinaceous exudates were observed in the anterior segment (anterior chamber, iris and ciliary body). In addition to those changes described in previous reports, the examination of the posterior segment showed retinal vasculitis, hemorrhagic exudates, focal destruction of photoreceptor cells and choroidal infiltration.",20,1992-1-1
14615646,Diagnosis and treatment of juvenile idiopathic arthritis-associated uveitis.,"Foster, C Stephen","Title: Diagnosis and treatment of juvenile idiopathic arthritis-associated uveitis.
Authors: Foster, C Stephen
Publication Date: 2003-Dec-1
PMID: 14615646
This review surveys publications from peer-reviewed literature published since 2001on the matter of uveitis associated with juvenile idiopathic arthritis.
RECENT FINDINGS: Uveitis associated with juvenile idiopathic arthritis (JIA) continues to blind substantial numbers of children every year, even in the most developed of societies. This is so because of delayed diagnosis (as a consequence of the silent, asymptomatic nature of ocular inflammation in some patients), and because of delayed referral by general ophthalmologists of children with JIA-associated uveitis to ocular immunologists prepared to move on to systemic immunomodulatory therapy in those instances where the child's uveitis is chronic or continues to recur with each attempt at tapering corticosteroid. The evidence for this is vast.
SUMMARY: Progress in the matter of reducing the prevalence of blindness secondary to this disease will require the increasing willingness of the world's ophthalmologists to refer patients with JIA-associated uveitis much earlier in the course of his or her disease for consideration of immunomodulatory therapy, and will require legislation mandating visual acuity testing in children attending day care centers.",19,2003-Dec-1
33845025,Classification Criteria For Multiple Evanescent White Dot Syndrome.,,"Title: Classification Criteria For Multiple Evanescent White Dot Syndrome.
Authors: nan
Publication Date: 2021-Aug-1
PMID: 33845025
The purpose of this study was to determine classification criteria for multiple evanescent white dot syndrome (MEWDS).
DESIGN: Machine learning of cases with MEWDS and 8 other posterior uveitides.
METHODS: Cases of posterior uveitides were collected in an informatics-designed preliminary database, and a final database was constructed of cases achieving supermajority agreement on diagnosis using formal consensus techniques. Cases were split into a training set and a validation set. Machine learning using multinomial logistic regression was used in the training set to determine a parsimonious set of criteria that minimized the misclassification rate among the infectious posterior, or panuveitides. The resulting criteria were evaluated in the validation set.
RESULTS: A total of 1,068 cases of posterior uveitides, including 51 cases of MEWDS, were evaluated by machine learning. Key criteria for MEWDS included: 1) multifocal gray-white chorioretinal spots with foveal granularity; 2) characteristic imaging on fluorescein angiography (""wreath-like"" hyperfluorescent lesions) and/or optical coherence tomography (hyper-reflective lesions extending from retinal pigment epithelium through ellipsoid zone into the retinal outer nuclear layer); and 3) absent to mild anterior chamber and vitreous inflammation. Overall accuracy for posterior uveitides was 93.9% in the training set and 98.0% (95% confidence interval: 94.3-99.3) in the validation set. Misclassification rates for MEWDS were 7% in the training set and 0% in the validation set.
CONCLUSIONS: The criteria for MEWDS had a low misclassification rate and appeared to perform sufficiently well for use in clinical and translational research.",19,2021-Aug-1
25194229,Success with single-agent immunosuppression for multifocal choroidopathies.,"Goldberg, Naomi R; Lyu, Theodore; Moshier, Erin; Godbold, James; Jabs, Douglas A","Title: Success with single-agent immunosuppression for multifocal choroidopathies.
Authors: Goldberg, Naomi R; Lyu, Theodore; Moshier, Erin; Godbold, James; Jabs, Douglas A
Publication Date: 2014-Dec-1
PMID: 25194229
To evaluate the success of single-agent immunosuppression for patients with the posterior uveitides, birdshot chorioretinitis, multifocal choroiditis with panuveitis, and punctate inner choroiditis.
DESIGN: Retrospective case series.
METHODS: setting: Tertiary care uveitis practices. population: Patients initiated on immunomodulatory therapy. intervention: Patients were treated with prednisone 1 mg/kg and mycophenolate 2 g daily. Prednisone was tapered after 1 month. Immunosuppression was escalated to mycophenolate 3 g daily, with addition of a second agent, as needed, to achieve treatment success. outcome measure: Treatment success, defined as no disease activity with prednisone dose ≤10 mg daily, at 6, 12, and 24 months.
RESULTS: Twenty-seven patients were followed. Mean presentation and 2-year follow-up acuities were 20/41 and 20/42, respectively. For birdshot chorioretinitis, mean (±standard deviation) quantitative Goldmann visual field scores improved from 761 ± 69 degrees (IV/4 isopter) and 496 ± 115 degrees (I/4 isopter) at presentation to 784 ± 57 degrees and 564 ± 125 degrees, respectively. Prednisone was successfully tapered in 95% of patients; mean prednisone doses at 1 and 2 years were 5.3 ± 4.1 and 5.7 ± 4.8 mg/day, respectively. At 2 years, prednisone was discontinued in 11% of patients. Treatment success was achieved in 74% of patients on 1 immunosuppressant, and in an additional 21% of patients on 2 agents, for an overall 95% success rate at 2 years.
CONCLUSIONS: Posterior uveitides can be treated with 1 agent in most patients, but the data suggest a need to escalate therapy to higher mycophenolate doses, and in one fifth of cases to add a second agent to maintain disease suppression with acceptably low prednisone doses.",19,2014-Dec-1
26518082,Uveitis and glaucoma: new insights in the pathogenesis and treatment.,"Sng, Chelvin C A; Ang, Marcus; Barton, Keith","Title: Uveitis and glaucoma: new insights in the pathogenesis and treatment.
Authors: Sng, Chelvin C A; Ang, Marcus; Barton, Keith
Publication Date: 2015-1-1
PMID: 26518082
Glaucoma is a potentially blinding complication of uveitis, where intraocular inflammation, secondary corticosteroid response, and varying types and degrees of angle abnormalities contribute to its pathogenesis. Management of uveitic glaucoma remains challenging. Treatment is targeted at reducing the inflammation and lowering the intraocular pressure. Recent studies have highlighted the role of viruses, such as cytomegalovirus, herpes simplex virus, and more recently Ebola virus, in the pathogenesis of uveitic glaucoma. Antiviral therapy may be beneficial in eyes with detectable viral DNA. The success of glaucoma surgery is decreased in eyes with uveitic glaucoma, and surgical interventions are associated with a higher incidence of postoperative complications. Novel glaucoma surgical and laser treatments may improve the predictability of surgery for uveitic glaucoma, but these require further evaluation.",19,2015-1-1
15286907,[Acute and bilateral uveitis secondary to moxifloxacin].,"Bringas Calvo, R; Iglesias Cortiñas, D","Title: [Acute and bilateral uveitis secondary to moxifloxacin].
Authors: Bringas Calvo, R; Iglesias Cortiñas, D
Publication Date: 2004-Jul-1
PMID: 15286907
We report a case of a 77-year-old woman with an anterior acute bilateral uveitis and pigmentary dispersion after treatment of a neumococic pneumonia with moxifloxacin. Her response to treatment was good but she presented as a result of treatment abundance of pigment over all the structures of the anterior segment.
DISCUSSION: Many drugs can produce uveitis. After Med-line revision, we can not find any previously reported case of anterior Uveitis associated with fourth generation quinolones.",19,2004-Jul-1
12834675,Noninfectious uveitis and pregnancy.,"Rabiah, Peter K; Vitale, Albert T","Title: Noninfectious uveitis and pregnancy.
Authors: Rabiah, Peter K; Vitale, Albert T
Publication Date: 2003-Jul-1
PMID: 12834675
To report the course of uveitis disease activity during pregnancy and the postpartum period in women with noninfectious uveitis.
DESIGN: Observational case series.
METHODS: The medical records of women with noninfectious uveitis and pregnancy during follow-up at a large eye hospital were retrospectively reviewed. Patients with pregnancy were included in the study if follow-up was adequate to document the presence or absence of flare-ups in uveitis activity during the pregnancy and/or postpartum period.
RESULTS: Seventy-six pregnancies among 50 women were included in the study. Thirty-three pregnancies were in women with Vogt-Koyanagi-Harada disease, 19 were in women with Behcet disease, and 24 were in women with idiopathic uveitis. A flare-up in uveitis activity occurred within the first 4 months of pregnancy in 49 of 76 cases (64%) and later in pregnancy in 17 cases (22%); no flare-up occurred during pregnancy in 21 cases (28%). An early pregnancy flare-up was typical of Vogt-Koyanagi-Harada disease and idiopathic uveitis. A flare-up within 6 months of delivery occurred in 38 of 59 cases (64%) that had adequate examination data available from the postpartum period. The postpartum flare-up was especially typical of Behcet disease.
CONCLUSIONS: Many women with noninfectious uveitis will experience a flare-up in disease activity within the first 4 months of pregnancy. Later pregnancy appears to be a time of relative disease inactivity. Many will experience a rebound in activity within 6 months of delivery.",19,2003-Jul-1
10599659,Elevated vitreous interleukin-10 level is not diagnostic of intraocular-central nervous system lymphoma.,"Akpek, E K; Maca, S M; Christen, W G; Foster, C S","Title: Elevated vitreous interleukin-10 level is not diagnostic of intraocular-central nervous system lymphoma.
Authors: Akpek, E K; Maca, S M; Christen, W G; Foster, C S
Publication Date: 1999-Dec-1
PMID: 10599659
Diagnosis of intraocular-central nervous system (CNS) lymphoma is commonly made by identifying malignant lymphocytes in the vitreous. However, such cells are in the minority in the vitreous cellular infiltrate (most are reactive lymphocytes), and therefore lack of cytologic support from biopsied vitreous samples in patients suspected of having intraocular-CNS lymphoma may occur. Recent data suggest that interleukin-10 (IL-10) levels are elevated in the serum and vitreous of patients with non-Hodgkin's lymphoma, whereas IL-12 and IL-6 levels are elevated in patients with uveitis of non-neoplastic etiology. The authors evaluated the usefulness of measuring vitreous levels of IL-6, -10, and -12 in the diagnosis of intraocular-CNS lymphoma.
DESIGN: Prospective case series.
PARTICIPANTS: Seventeen patients with intraocular inflammation who underwent a diagnostic or therapeutic vitrectomy: 4 patients with intraocular-CNS lymphoma and 13 patients with uveitis unrelated to a neoplasm.
INTERVENTION: Eighteen vitreous specimens were obtained prospectively. Concentrations of IL-6, -10, and -12 were measured by enzyme immunosorbent assay, and relative ratios of the interleukins were calculated. Cytopathologic examination and flow cytometry of vitreous cells were also performed.
MAIN OUTCOME MEASURES: The ratio of IL-10/IL-12 and IL-10/IL-6 was calculated to assess any association of intraocular-CNS lymphoma and high vitreous IL-10 relative to IL-6 and IL-12 levels.
RESULTS: The IL-10/IL-6 and IL-10/IL-12 ratio was greater than 1 in 8 of 14 vitreous specimens obtained from 13 patients with non-neoplastic uveitis. One of the four specimens from patients with cytologically proven intraocular-CNS lymphoma had vitreous IL-10/IL-6 and IL-10/IL-12 ratios of less than 1.
CONCLUSION: Although a helpful diagnostic tool, an elevated vitreous IL-10 to IL-6 or IL-12 ratio is not always associated with intraocular-CNS lymphoma.",19,1999-Dec-1
18032635,Inhibition of vascular adhesion protein-1 suppresses endotoxin-induced uveitis.,"Noda, Kousuke; Miyahara, Shinsuke; Nakazawa, Toru; Almulki, Lama; Nakao, Shintaro; Hisatomi, Toshio; She, Haicheng; Thomas, Kennard L; Garland, Rebecca C; Miller, Joan W; Gragoudas, Evangelos S; Kawai, Yosuke; Mashima, Yukihiko; Hafezi-Moghadam, Ali","Title: Inhibition of vascular adhesion protein-1 suppresses endotoxin-induced uveitis.
Authors: Noda, Kousuke; Miyahara, Shinsuke; Nakazawa, Toru; Almulki, Lama; Nakao, Shintaro; Hisatomi, Toshio; She, Haicheng; Thomas, Kennard L; Garland, Rebecca C; Miller, Joan W; Gragoudas, Evangelos S; Kawai, Yosuke; Mashima, Yukihiko; Hafezi-Moghadam, Ali
Publication Date: 2008-Apr-1
PMID: 18032635
Inflammatory leukocyte accumulation is a common feature of major ocular diseases, such as uveitis, diabetic retinopathy, and age-related macular degeneration. Vascular adhesion protein-1 (VAP-1), a cell surface and soluble molecule that possesses semicarbazide-sensitive amine oxidase (SSAO) activity, is involved in leukocyte recruitment. However, the expression of VAP-1 in the eye and its contribution to ocular inflammation are unknown. Here, we investigated the role of VAP-1 in an established model of ocular inflammation, the endotoxin-induced uveitis (EIU), using a novel and specific inhibitor. Our inhibitor has a half-maximal inhibitory concentration (IC(50)) of 0.007 microM against human and 0.008 microM against rat SSAO, while its IC(50) against the functionally related monoamine oxidase (MAO) -A and MAO-B is >10 microM. In the retina, VAP-1 was exclusively expressed in the vasculature, and its expression level was elevated during EIU. VAP-1 inhibition in EIU animals significantly suppressed leukocyte recruitment to the anterior chamber, vitreous, and retina, as well as retinal endothelial P-selectin expression. Our data suggest an important role for VAP-1 in the recruitment of leukocytes to the immune-privileged ocular tissues during acute inflammation. VAP-1 inhibition may become a novel strategy in the treatment of ocular inflammatory diseases.",19,2008-Apr-1
12207344,Uveitis in horses induced by interphotoreceptor retinoid-binding protein is similar to the spontaneous disease.,"Deeg, Cornelia A; Thurau, Stephan R; Gerhards, Hartmut; Ehrenhofer, Marion; Wildner, Gerhild; Kaspers, Bernd","Title: Uveitis in horses induced by interphotoreceptor retinoid-binding protein is similar to the spontaneous disease.
Authors: Deeg, Cornelia A; Thurau, Stephan R; Gerhards, Hartmut; Ehrenhofer, Marion; Wildner, Gerhild; Kaspers, Bernd
Publication Date: 2002-Sep-1
PMID: 12207344
Equine recurrent uveitis (ERU) is an inflammatory eye disease with high similarity to uveitis in man. It is the only spontaneous animal model for uveitis and the most frequent eye disease in horses affecting up to 10% of the population. To further investigate the pathophysiology of ERU we now report the establishment of an inducible uveitis model in horses. An ERU-like disease was elicited in seven out of seven horses by injection of interphotoreceptor retinoid-binding protein (IRBP) in complete Freund's adjuvant. Control horses did not develop uveitis. The disease model is characterized by a highly reproducible disease course and recurrent episodes with an identical time course elicited in all horses by repeated IRBP injections. The histology revealed the formation of lymphoid follicle-like structures in the eyes and an intraocular infiltration dominated by CD3(+) lymphocytes, morphological patterns typical for the spontaneous disease. Antigen-specific T cell proliferation of PBL was monitored prior to clinical uveitis and during disease episodes. An initial T cell response to IRBP-derived peptides was followed by epitope spreading to S-antigen-derived peptides in response to subsequent immunizations. Thus, horse experimental uveitis represents a valuable disease model for comparative studies with the spontaneous disease and the investigation of immunomodulatory therapeutic approaches after onset of the disease.",19,2002-Sep-1
19412872,Long-term follow-up of patients with uveitis associated with juvenile idiopathic arthritis: a cohort study.,"Skarin, Angelika; Elborgh, Renate; Edlund, Eva; Bengtsson-Stigmar, Elisabeth","Title: Long-term follow-up of patients with uveitis associated with juvenile idiopathic arthritis: a cohort study.
Authors: Skarin, Angelika; Elborgh, Renate; Edlund, Eva; Bengtsson-Stigmar, Elisabeth
Publication Date: 2009-1-1
PMID: 19412872
To analyze the clinical and visual outcome of 55 consecutive patients with juvenile idiopathic arthritis (JIA)-associated uveitis examined 7 and 24 years after the onset of the eye disease.
METHODS: A retrospective study.
RESULTS: Fifty-five out of 350 patients with JIA developed uveitis (15.7%). Forty-six (84%) of these had oligoarthritis, 6 (11%) had polyarthritis, and 3(5%) had systemic disease. Cataract was present in 42% at 7 years and in 51% at 24 years. Uveitic glaucoma was present in 5% at 7 years and in 22% at 24 years. After 24 years, 27 patients (49%) still had active uveitis.
CONCLUSIONS: In half of these patients the uveitis was still active after 24 years of eye disease. In the group of patients with active disease, cataract and secondary glaucoma increased significantly between years 7 and 24 of disease.",19,2009-1-1
16376658,Vitrectomy in the treatment of uveitis.,"Becker, Matthias; Davis, Janet","Title: Vitrectomy in the treatment of uveitis.
Authors: Becker, Matthias; Davis, Janet
Publication Date: 2005-Dec-1
PMID: 16376658
To assess the evidence that pars plana vitrectomy (PPV) is useful in improving vision, reducing disease activity, or ameliorating cystoid macular edema (CME) in patients with uveitis.
DESIGN: Review of the literature.
METHODS: A Medline search was conducted for relevant articles published in English, German, or French. Articles were analyzed for content and evidence level.
RESULTS: A total of 44 interventional case series published between 1981 and 2005 were identified that included 1575 patients (1762 eyes). Evidence level was grade CII-3 indicating possibly improved clinical outcomes with fair or poor evidence. The average age of patients was 36 years with a median duration of uveitis before surgery of 48 months and a median follow-up of 1.9 years. Intermediate uveitis was present in 841 eyes. Cystoid macular edema and cataract were common co-morbidities, and there were large numbers of additional surgical procedures. Visual outcomes in 39 articles were stated as improved in 708 eyes (68%), unchanged in 202 eyes (20%), and worsened in 124 eyes (12%). Reduction in systemic medication following PPV was reported in 25 studies. The median reported percentage of patients per study with CME was 36% preoperatively and 18% postoperatively.
CONCLUSIONS: Based on the evidence in the literature, PPV is possibly relevant to the outcomes of improving vision and reducing inflammation and CME. Randomized, controlled, collaborative trials or hypothesis-based case series with precise outcome measures that incorporate control groups would improve the quality of evidence supporting PPV as an adjunct to the medical treatment of uveitis.",19,2005-Dec-1
21305615,Differential expression of inwardly rectifying K+ channels and aquaporins 4 and 5 in autoimmune uveitis indicates misbalance in Müller glial cell-dependent ion and water homeostasis.,"Eberhardt, Christina; Amann, Barbara; Feuchtinger, Annette; Hauck, Stefanie M; Deeg, Cornelia A","Title: Differential expression of inwardly rectifying K+ channels and aquaporins 4 and 5 in autoimmune uveitis indicates misbalance in Müller glial cell-dependent ion and water homeostasis.
Authors: Eberhardt, Christina; Amann, Barbara; Feuchtinger, Annette; Hauck, Stefanie M; Deeg, Cornelia A
Publication Date: 2011-May-1
PMID: 21305615
Reactive gliosis is a well-established response to virtually every retinal disease. Autoimmune uveitis, a sight threatening disease, is characterized by recurrent relapses through autoaggressive T-cells. The purpose of this study was to assess retinal Müller glial cell function in equine recurrent uveitis (ERU), a spontaneous disease model resembling the human disease, by investigating membrane proteins implicated in ion and water homeostasis. We found that Kir2.1 was highly expressed in diseased retinas, whereas Kir4.1 was downregulated in comparison to controls. Distribution of Kir2.1 appeared Müller cell associated in controls, whereas staining of cell somata in the inner nuclear layer was observed in uveitis. In contrast to other subunits, Kir4.1 was evenly expressed along equine Müller cells, whereas in ERU, Kir4.1 almost disappeared from Müller cells. Hence, we suggest a different mechanism for potassium buffering in the avascular equine retina and, moreover, an impairment in uveitis. Uveitic retinas showed significantly increased expression of AQP4 as well as a displaced expression from Müller cells in healthy specimens to an intense circular expression pattern in the outer nuclear layer in ERU cases. Most interestingly, we detected the aquaporin family member protein AQP5 to be expressed in Müller cells with strong enrichments in Müller cell secondary processes. This finding indicates that fluid regulation within the equine retina may be achieved by an additional aquaporin. Furthermore, AQP5 was significantly decreased in uveitis. We conclude that the Müller cell response in autoimmune uveitis implies considerable changes in its potassium and water physiology.",19,2011-May-1
23928854,A functional variant of pre-miRNA-196a2 confers risk for Behcet's disease but not for Vogt-Koyanagi-Harada syndrome or AAU in ankylosing spondylitis.,"Qi, Jian; Hou, Shengping; Zhang, Qi; Liao, Dan; Wei, Lin; Fang, Jing; Zhou, Yan; Kijlstra, Aize; Yang, Peizeng","Title: A functional variant of pre-miRNA-196a2 confers risk for Behcet's disease but not for Vogt-Koyanagi-Harada syndrome or AAU in ankylosing spondylitis.
Authors: Qi, Jian; Hou, Shengping; Zhang, Qi; Liao, Dan; Wei, Lin; Fang, Jing; Zhou, Yan; Kijlstra, Aize; Yang, Peizeng
Publication Date: 2013-Dec-1
PMID: 23928854
This study aimed to investigate the predisposition of common pre-miRNA SNPs with Behcet's disease (BD), Vogt-Koyanagi-Harada (VKH) syndrome and acute anterior uveitis (AAU) associated with ankylosing spondylitis (AS). A two-stage association study was carried out in 859 BD, 400 VKH syndrome, 209 AAU(+)AS(+) patients and 1,685 controls all belonging to a Chinese Han population. Genotyping, the expression of miR-196a and Bach1 (the target gene of miR-196a), cell proliferation, cytokine production were examined by PCR-RFLP, real-time PCR, CCK8 and ELISA. In the first stage study, the results showed significantly increased frequencies of the miR-196a2/rs11614913 TT genotype and T allele in BD patients (adjusted P(c) = 0.024, OR = 1.63; adjusted P(c) = 5.4 × 10(-3), OR = 1.45, respectively). However, no significant association of the tested SNPs with VKH and AAU(+)AS(+) patients was observed. The second stage and combined studies confirmed the association of rs11614913 with BD (TT genotype: adjusted P(c) = 6×10(-5), OR = 1.53; T allele: adjusted P(c) = 8×10(-6), OR = 1.35; CC genotype: adjusted P(c) = 0.024, OR = 0.68). A stratified analysis showed an association of the rs11614913 TT genotype and T allele with the arthritis subgroup of BD (P(c) = 5.3 × 10(-3), OR = 1.89; P(c) = 0.015, OR = 1.56, respectively). Functional experiments showed a decreased miR-196a expression, an increased Bach1 expression and an increased production of IL-1β and MCP-1 in TT cases compared to CC cases (P = 0.023, P = 0.0073, P = 0.012, P = 0.002, respectively). This study shows that a functional variant of miR-196a2 confers risk for BD but not for VKH syndrome or AAU(+)AS(+) by modulating the miR-196a gene expression and by regulating pro-inflammatory IL-1β and MCP-1 production.",19,2013-Dec-1
29773271,Juvenile idiopathic arthritis-associated uveitis.,"Sen, Ethan S; Ramanan, A V","Title: Juvenile idiopathic arthritis-associated uveitis.
Authors: Sen, Ethan S; Ramanan, A V
Publication Date: 2017-Aug-1
PMID: 29773271
Juvenile idiopathic arthritis (JIA) is the commonest rheumatic disease in children and JIA-associated uveitis its most frequent extra-articular manifestation. The uveitis is potentially sight-threatening and thus carries a considerable risk of morbidity with associated reduction in quality of life. The commonest form of uveitis seen in association with JIA is chronic anterior uveitis, which is almost always asymptomatic in the initial stages. Therefore, screening for JIA-associated uveitis in at-risk patients is essential. The aim of early detection and treatment is to minimise intraocular inflammation and to avoid complications that lead to visual loss, which can result from both disease activity and medications. The sight-threatening complications of JIA-associated uveitis include cataracts, glaucoma, band keratopathy, and macular oedema. There is increasing evidence for the early introduction of systemic immunosuppressive therapies to reduce topical and systemic use of glucocorticoids. A recently published randomised controlled trial of adalimumab in JIA-associated uveitis now provides convincing evidence for the use of this biologic in patients who fail to respond adequately to methotrexate. Tocilizumab and abatacept are being investigated as alternatives in children inadequately treated with anti-tumour necrosis factor drugs.",19,2017-Aug-1
